101528|"HS-grad"|"Crafts"|"2"|5|0|1|1|1|1|1|0|0|"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere."|                                                                                                                                    
101529|"< Bach."|"Handler"|"1"|2|0|1|1|0|1|1|1|0|"Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything."|                                                                                                     
101530|"Bach."|"Prof."|"3"|3|1|1|0|0|1|1|0|0|"Could you send an Affinity Card to my mother in France?  Let me know and I'll send you here address."|                                                                                                                              
101531|"< Bach."|"Transp."|"3"|3|0|1|1|0|1|1|1|0|"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."|                                                                                                           
101532|"HS-grad"|"Machine"|"2"|4|0|0|0|1|1|1|0|0|"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety"|                                                                                
101533|"Bach."|"Cleric."|"9+"|5|0|0|0|1|1|1|0|0|"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."|                                                                                                                       
101534|"Assoc-A"|"Other"|"3"|4|0|0|0|1|1|1|0|0|"I am not going to waste my time filling up this three page form. Lousy idea."|                                                                                                                                                    
101535|"Bach."|"Prof."|"2"|4|1|1|1|0|1|1|0|0|"Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?"|                       
101536|"10th"|"Crafts"|"3"|6|1|0|0|1|0|1|0|0|"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."|                                                                                                               
101537|"< Bach."|"Exec."|"3"|3|0|0|0|0|1|1|0|0|"I shop your store a lot.  I love your weekly specials."|                                                                                                                                                                          
101538|"Assoc-A"|"Crafts"|"3"|6|1|1|1|1|1|1|0|0|"Can I apply my discount to a purchase I made last month? Excellent program.  Thanks"|                                                                                                                                            
101539|"Assoc-A"|"?"|"2"|2|0|1|1|1|1|1|0|0|"I shop your store a lot.  I love your weekly specials."|                                                                                                                                                                              
101540|"< Bach."|"?"|"9+"|4|0|1|1|1|1|1|0|0|"Don't send me any more promotions.  I get too much lousy junk mail already"|                                                                                                                                                         
101541|"Assoc-V"|"Crafts"|"3"|8|1|0|0|1|1|1|0|0|"A great idea.  Thank you!  Signed, happy in Texas"|                                                                                                                                                                              
101542|"Masters"|"Prof."|"2"|6|1|0|0|1|1|1|0|0|"I wanted to write you to let you know that I've purchased several items at your store recently and have been very satisfied with my purchases. Keep up  the good work."|                                                          
101543|"< Bach."|"Cleric."|"2"|5|1|1|0|1|1|1|0|0|"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."|                                                                                                           
101544|"HS-grad"|"Cleric."|"1"|2|0|1|1|0|1|1|1|0|"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"|                                                                                             
101545|"< Bach."|"Exec."|"2"|1|0|1|1|1|1|1|0|0|"I shop your store a lot.  I love your weekly specials."|                                                                                                                                                                          
101546|"HS-grad"|"Crafts"|"9+"|5|0|1|1|1|1|1|0|0|"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety"|                                                                                
101547|"Masters"|"Protec."|"2"|5|0|0|0|1|1|1|0|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                   
101548|"< Bach."|"Cleric."|"2"|3|0|0|0|0|1|1|1|0|"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"|                                                                                                        
101549|"< Bach."|"Exec."|"3"|6|1|1|1|1|1|1|0|0|"Does this discount work if you live in Australia?I've moved and I would like to purchase a few items as gifts but want the discount.  Have you ever considered offering free shipping?"|                                          
101550|"7th-8th"|"TechSup"|"9+"|4|0|1|1|1|0|1|0|0|"The more times that I shop at your store, the more times I am impressed.  Don't change anything"|                                                                                                                              
101551|"PhD"|"Prof."|"3"|7|1|1|1|1|1|1|0|0|"Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?"|                                                                                                                                             
101552|"Bach."|"Prof."|"1"|3|0|0|0|0|1|1|1|0|"My brother uses the affinity card a lot. I think the competitor has better prices without it."|                                                                                                                                     
101553|"HS-grad"|"Handler"|"3"|1|0|0|0|1|1|1|0|0|"Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail."|                                                                                                                     
101554|"< Bach."|"Sales"|"3"|6|0|1|1|1|1|1|0|0|"Thank you, But please remove my name from your list."|                                                                                                                                                                            
101555|"7th-8th"|"Crafts"|"3"|4|0|0|0|1|0|1|0|0|"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."|                                                                                                                           
101556|"< Bach."|"?"|"9+"|2|0|0|0|1|1|1|0|0|"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."|                                                                
101557|"HS-grad"|"Sales"|"3"|6|1|1|1|1|1|1|0|0|"Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?"|                                                                                                                                         
101558|"9th"|"?"|"9+"|3|0|1|1|0|0|1|1|0|"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"|                                                                                                      
101559|"Masters"|"Exec."|"3"|7|1|0|0|1|1|1|0|0|"I don't like your new Affinity Card program.  Too little, too late.  I am very happy with your competitor's stores."|                                                                                                             
101560|"Profsc"|"Prof."|"3"|7|1|0|0|1|1|1|0|0|"I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?"|                                                                               
101561|"< Bach."|"Other"|"3"|3|0|1|1|0|1|1|0|0|"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"|                                                                                                          
101562|"HS-grad"|"Crafts"|"3"|5|0|1|1|1|1|1|0|0|"Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail."|                                                                                                                      
101563|"HS-grad"|"Exec."|"1"|6|0|1|1|1|1|1|0|0|"Thanks but even with your discounts, your products are too expensive. Sorry."|                                                                                                                                                    
101564|"Masters"|"Sales"|"3"|7|1|1|1|1|1|1|0|0|"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."|                                                                                                                        
101565|"Masters"|"Exec."|"2"|5|1|1|1|0|1|1|0|0|"I love it. Will never shop at other shops again!"|                                                                                                                                                                                
101566|"Bach."|"Exec."|"2"|6|0|1|1|1|1|1|0|0|""|                                                                                                                                                                                                                                  
101567|"HS-grad"|"Transp."|"3"|5|0|0|0|1|1|1|0|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                   
101568|"< Bach."|"Handler"|"1"|2|0|0|0|0|1|1|1|0|"I shop your store a lot.  I love your weekly specials."|                                                                                                                                                                        
101569|"Assoc-A"|"Sales"|"3"|6|0|1|1|1|1|1|0|0|"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."|                                                             
101570|"Profsc"|"Prof."|"3"|5|1|1|1|1|1|1|0|0|"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."|                                                                                                                             
101571|"Assoc-V"|"Other"|"1"|1|0|1|1|0|1|1|1|0|"Thanks but even with your discounts, your products are too expensive. Sorry."|                                                                                                                                                    
101572|"HS-grad"|"Cleric."|"9+"|5|0|1|0|1|1|1|0|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                  
101573|"11th"|"Machine"|"3"|3|0|1|1|0|0|1|0|0|"Thanks but even with your discounts, your products are too expensive. Sorry."|                                                                                                                                                     
101574|"< Bach."|"Sales"|"3"|9|0|0|0|1|1|1|0|0|"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"|                                                                                               
101575|"HS-grad"|"?"|"4-5"|1|0|1|1|0|1|1|1|0|"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."|                                                                                                               
101576|"< Bach."|"Other"|"1"|2|0|1|1|0|1|1|1|0|"I am not going to waste my time filling up this three page form. Lousy idea."|                                                                                                                                                    
101577|"< Bach."|"Exec."|"4-5"|3|1|0|0|0|1|1|0|0|""|                                                                                                                                                                                                                              
101578|"HS-grad"|"Crafts"|"3"|5|1|1|1|1|1|1|0|0|"Thanks but even with your discounts, your products are too expensive. Sorry."|                                                                                                                                                   
101579|"< Bach."|"Machine"|"3"|5|0|1|0|1|1|1|0|0|"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere."|                                                                                                                                   
101580|"HS-grad"|"Machine"|"3"|4|1|0|0|1|1|1|0|0|"I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?"|                                                                            
101581|"Profsc"|"Prof."|"3"|4|1|1|1|1|1|1|0|0|"I am not going to waste my time filling up this three page form. Lousy idea."|                                                                                                                                                     
101582|"HS-grad"|"Crafts"|"3"|4|0|1|1|1|1|1|0|0|"The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?"|         
101583|"1st-4th"|"Crafts"|"9+"|6|0|1|1|1|0|1|0|0|"Don't send me any more promotions.  I get too much lousy junk mail already"|                                                                                                                                                    
101584|"HS-grad"|"Exec."|"1"|3|0|1|1|0|1|1|1|0|"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy."|                                                      
101585|"< Bach."|"Handler"|"1"|2|0|1|0|0|1|1|1|0|"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions."|           
101586|"< Bach."|"Exec."|"2"|4|0|1|1|0|1|1|0|0|""|                                                                                                                                                                                                                                
101587|"< Bach."|"Prof."|"9+"|4|0|1|1|1|1|1|0|0|""|                                                                                                                                                                                                                               
101588|"< Bach."|"Prof."|"1"|1|0|1|1|0|1|1|1|0|"Don't send me any more promotions.  I get too much lousy junk mail already"|                                                                                                                                                      
101589|"HS-grad"|"Machine"|"2"|4|0|0|0|1|1|1|0|0|"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."|                                                                                                                      
101590|"Masters"|"Prof."|"2"|5|0|1|1|1|1|1|0|0|"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere."|                                                                                                                                     
101591|"< Bach."|"Other"|"2"|4|0|1|1|1|1|1|0|0|"I shop your store a lot.  I love your weekly specials."|                                                                                                                                                                          
101592|"Assoc-V"|"Other"|"4-5"|4|1|1|1|1|1|1|0|0|"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."|                                                                                                                      
101593|"Masters"|"Exec."|"3"|8|1|0|0|1|1|1|0|0|"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"|                                      
101594|"< Bach."|"Other"|"1"|1|0|0|0|0|1|1|1|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                     
101595|"Bach."|"Other"|"3"|3|1|1|1|0|1|1|1|0|"Could you send an Affinity Card to my mother in France?  Let me know and I'll send you here address."|                                                                                                                              
101596|"HS-grad"|"Handler"|"6-8"|2|0|0|0|0|1|1|1|0|"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"|                                                                                                      
101597|"11th"|"Handler"|"1"|1|0|1|1|0|0|1|1|0|"I love the discounts. But I mostly end upbuying  things I do not need."|                                                                                                                                                           
101598|"< Bach."|"Cleric."|"2"|4|0|0|0|0|1|1|0|0|"The more times that I shop at your store, the more times I am impressed.  Don't change anything"|                                                                                                                               
101599|"HS-grad"|"Crafts"|"2"|5|0|0|0|1|1|1|0|0|"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."|                                                            
101600|"< Bach."|"Exec."|"3"|5|1|0|0|1|1|1|0|0|"Why didn't you start a program like this before? Everyone else has been offering discounts like this for years."|                                                                                                                 
101601|"< Bach."|"Crafts"|"3"|6|0|1|1|1|1|1|0|0|"I am not going to waste my time filling up this three page form. Lousy idea."|                                                                                                                                                   
101602|"< Bach."|"Cleric."|"1"|1|0|1|1|0|1|1|1|0|"I love the new on-line documentation."|                                                                                                                                                                                         
101603|"HS-grad"|"Crafts"|"3"|5|1|0|0|1|1|1|0|0|"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"|                                     
101604|"HS-grad"|"Crafts"|"3"|5|0|1|1|1|1|1|0|0|"I shop your store a lot.  I love your weekly specials."|                                                                                                                                                                         
101605|"Bach."|"Exec."|"3"|6|1|1|1|1|1|1|0|0|"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."|                                                                                                                              
101606|"Bach."|"Exec."|"4-5"|6|1|1|1|1|1|1|0|0|"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?"|                                                                                                                     
101607|"< Bach."|"Sales"|"2"|9|1|0|0|1|1|1|0|0|"My brother uses the affinity card a lot. I think the competitor has better prices without it."|                                                                                                                                   
101608|"Assoc-A"|"Exec."|"2"|5|0|1|1|1|1|1|0|0|"Thank you, But please remove my name from your list."|                                                                                                                                                                            
101609|"11th"|"Sales"|"2"|1|0|1|1|0|0|1|1|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                        
101610|"11th"|"Handler"|"1"|0|0|1|1|0|0|1|1|0|"Great program.  Love the discount. Signed happy customer."|                                                                                                                                                                        
101611|"< Bach."|"?"|"1"|2|0|0|0|0|1|1|1|0|"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."|                                                                                                                                
101612|"Bach."|"?"|"3"|3|0|0|0|0|1|1|1|0|"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."|                                                                                                                                  
101613|"HS-grad"|"Other"|"9+"|3|0|1|1|0|1|1|0|0|"I just purchased a computer from your store last month.  Why didn't you offer this discount then?"|                                                                                                                              
101614|"10th"|"Machine"|"3"|6|0|0|0|1|0|1|0|0|"Thanks but even with your discounts, your products are too expensive. Sorry."|                                                                                                                                                     
101615|"< Bach."|"Cleric."|"1"|1|0|1|1|0|1|1|1|0|"Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?"|                   
101616|"Bach."|"TechSup"|"1"|2|0|0|0|0|1|1|1|0|""|                                                                                                                                                                                                                                
101617|"< Bach."|"?"|"1"|0|0|0|0|0|1|1|1|0|"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"|                                                                                                              
101618|"< Bach."|"Crafts"|"3"|5|0|0|0|1|1|1|0|0|"Why didn't you start a program like this before? Everyone else has been offering discounts like this for years."|                                                                                                                
101619|"11th"|"Prof."|"9+"|3|0|1|1|1|0|1|0|0|"The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?"|            
101620|"HS-grad"|"Cleric."|"3"|7|1|1|0|1|1|1|0|0|"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"|                                    
101621|"Bach."|"Protec."|"3"|5|1|1|1|1|1|1|0|0|"Does this discount work if you live in Australia?I've moved and I would like to purchase a few items as gifts but want the discount.  Have you ever considered offering free shipping?"|                                          
101622|"HS-grad"|"Machine"|"2"|2|0|1|1|0|1|1|1|0|"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"|                                    
101623|"12th"|"House-s"|"9+"|4|0|1|1|1|0|1|0|0|"I love the discounts. But I mostly end upbuying  things I do not need."|                                                                                                                                                          
101624|"< Bach."|"Other"|"1"|4|0|0|0|1|1|1|0|0|"I love the new on-line documentation."|                                                                                                                                                                                           
101625|"< Bach."|"Crafts"|"3"|6|0|1|1|1|1|1|0|0|"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy."|                                                     
101626|"Masters"|"Prof."|"1"|7|0|1|1|1|1|1|0|0|"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety"|                                                                                  
101627|"Bach."|"Sales"|"2"|4|1|1|1|0|1|1|1|0|"I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?"|                                        
101628|"< Bach."|"?"|"1"|2|0|1|0|0|1|1|1|0|"Don't send me any more promotions.  I get too much lousy junk mail already"|                                                                                                                                                          
101629|"< Bach."|"Sales"|"3"|6|1|1|1|1|1|1|0|0|"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."|                                                                                                                            
101630|"< Bach."|"Sales"|"3"|5|0|0|0|1|1|1|0|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                     
101631|"< Bach."|"Cleric."|"1"|1|0|1|1|0|1|1|1|0|"I love the discounts. But I mostly end upbuying  things I do not need."|                                                                                                                                                        
101632|"HS-grad"|"Transp."|"1"|4|0|1|1|1|1|1|0|0|"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."|                                                                                                                      
101633|"Profsc"|"Prof."|"3"|5|1|1|1|0|1|1|0|0|"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"|                                                                                                
101634|"Bach."|"Sales"|"3"|2|0|1|1|0|1|1|1|0|"Don't send me any more promotions.  I get too much lousy junk mail already"|                                                                                                                                                        
101635|"Bach."|"Exec."|"3"|6|0|0|0|1|1|1|0|0|"I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!"|                                                                                                 
101636|"12th"|"Other"|"1"|1|0|1|1|0|0|1|1|0|"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions."|                
101637|"Assoc-V"|"TechSup"|"3"|3|0|0|0|0|1|1|0|0|"I love the discounts. But I mostly end upbuying  things I do not need."|                                                                                                                                                        
101638|"Bach."|"Sales"|"3"|6|0|0|0|1|1|1|0|0|"I love the discounts. But I mostly end upbuying  things I do not need."|                                                                                                                                                            
101639|"HS-grad"|"?"|"2"|3|0|1|0|0|1|1|0|0|"The more times that I shop at your store, the more times I am impressed.  Don't change anything"|                                                                                                                                     
101640|"< Bach."|"Exec."|"2"|4|0|1|1|0|1|1|1|0|"I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card"|                                                                                                          
101641|"PhD"|"TechSup"|"3"|6|1|0|0|1|1|1|0|0|"This Affinity Card is great.I am delighted that you sent me one as I 've only shopped at your store once. I was so pleased to be included in your program that I immediately purchased a new flat panel monitor."|                  
101642|"< Bach."|"TechSup"|"4-5"|3|0|0|0|0|1|1|0|0|"Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything."|                                                                                                   
101643|"10th"|"Other"|"2"|2|0|1|1|0|0|1|1|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                        
101644|"HS-grad"|"Machine"|"2"|5|0|1|1|1|1|1|0|0|"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions."|           
101645|"HS-grad"|"?"|"3"|5|0|1|1|1|1|1|0|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                         
101646|"Bach."|"TechSup"|"3"|4|0|0|0|1|1|1|0|0|"Don't send me any more promotions.  I get too much lousy junk mail already"|                                                                                                                                                      
101647|"HS-grad"|"Prof."|"3"|5|1|1|0|1|1|1|0|0|"I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother."|                                                                                                                        
101648|"HS-grad"|"Sales"|"2"|6|0|1|1|1|1|1|0|0|"Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything."|                                                                                                       
101649|"< Bach."|"Cleric."|"1"|5|0|1|1|1|1|1|0|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                   
101650|"< Bach."|"Other"|"1"|1|0|1|1|0|1|1|1|0|"My brother uses the affinity card a lot. I think the competitor has better prices without it."|                                                                                                                                   
101651|"Bach."|"?"|"3"|2|0|0|0|1|1|1|0|0|"Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything."|                                                                                                             
101652|"Bach."|"Farming"|"3"|7|0|0|0|1|1|1|0|0|"Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything."|                                                                                                       
101653|"HS-grad"|"?"|"3"|3|0|1|1|0|1|1|0|0|"Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?"|                                                                                                                                             
101654|"HS-grad"|"Cleric."|"3"|5|1|1|1|1|1|1|0|0|"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."|                                                                                                           
101655|"HS-grad"|"Cleric."|"9+"|3|0|0|0|0|1|1|0|0|"My brother uses the affinity card a lot. I think the competitor has better prices without it."|                                                                                                                                
101656|"< Bach."|"Sales"|"3"|2|0|0|0|0|1|1|0|0|"I shop your store a lot.  I love your weekly specials."|                                                                                                                                                                          
101657|"11th"|"Handler"|"2"|3|0|0|0|0|0|1|0|0|"Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy."|                                                                                                              
101658|"HS-grad"|"Sales"|"2"|3|0|1|1|0|1|1|1|0|"Great program.  Love the discount. Signed happy customer."|                                                                                                                                                                       
101659|"HS-grad"|"Sales"|"1"|2|0|1|1|0|1|1|1|0|"Affinity card is great. I think it is a hassle to have to remember to bring it in every time though."|                                                                                                                            
101660|"HS-grad"|"TechSup"|"3"|3|0|0|0|1|1|1|0|1|"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by."|                                                           
101661|"< Bach."|"Other"|"1"|2|0|1|1|0|1|1|1|0|"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions."|             
101662|"Bach."|"Exec."|"3"|7|1|1|1|1|1|1|0|0|"My sister told me about your store and I was impressed. Now I use it for all my shopping here."|                                                                                                                                    
101663|"< Bach."|"Sales"|"2"|4|0|0|0|1|1|1|0|0|"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with."|                                                                                     
101664|"HS-grad"|"Exec."|"3"|9|1|0|0|1|1|1|0|0|"Even with the new 10% card, your prices are still too expensive. I am tired of your gimmicks."|                                                                                                                                   
